Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
PM3051_R1_unpaired	(1, 33.47205654636138)	(2, 33.38853982824949)	(3, 33.51870817182069)	(4, 33.56903577867492)	(5, 33.61394738111914)	(6, 36.74812801305456)	(7, 36.73595662517418)	(8, 36.46477476937384)	(9, 36.41036907496575)	(10, 36.44075367854025)	(12, 36.26224632584636)	(14, 36.311070055666114)	(16, 36.24377430000629)	(18, 36.21007780388625)	(20, 36.1667512308104)	(22, 36.14707873531033)	(24, 36.139274951418265)	(26, 36.063841298203386)	(28, 35.92755216779086)	(30, 35.93743228166732)	(32, 35.88541290453708)	(34, 35.8611081460859)	(36, 35.762209770741)	(38, 35.684904496131736)	(40, 35.700316128551144)	(42, 35.5804234250964)	(44, 35.4286458965432)	(46, 35.484268875959756)	(48, 35.460357450442245)	(50, 35.2817074578316)	(52, 35.205431040496386)	(54, 35.2390525091686)	(56, 35.24672109843227)	(58, 35.23211554995706)	(60, 35.224778614838016)	(62, 35.13067026192128)	(64, 35.09490032551628)	(66, 35.18009734615657)	(68, 35.089607565466366)	(70, 35.16177505013965)	(72, 35.14500255312606)	(74, 35.44321621712741)	(76, 35.1939759981175)												
PM3051_R2_paired	(1, 33.81988143422828)	(2, 33.7967858464961)	(3, 33.816578505523886)	(4, 33.819331940299556)	(5, 33.84080992457617)	(6, 37.40583214469305)	(7, 37.35848162827052)	(8, 37.33046059591669)	(9, 37.409267358972876)	(10, 37.338045085871585)	(12, 37.29960437138912)	(14, 37.30869505718632)	(16, 37.3065095380707)	(18, 37.29729551439614)	(20, 37.22021635884831)	(22, 37.1693253611098)	(24, 37.16710615654261)	(26, 37.16256090136655)	(28, 37.05331933281752)	(30, 37.128370518913854)	(32, 37.088861168569366)	(34, 37.108748217039576)	(36, 36.95980851926124)	(38, 36.998216425517434)	(40, 36.902702731153255)	(42, 36.861099794904725)	(44, 36.731173955531695)	(46, 36.79712919247902)	(48, 36.62471020862172)	(50, 36.64399352909959)	(52, 36.589331455821245)	(54, 36.53878878513246)	(56, 36.54416163518826)	(58, 36.49465572313159)	(60, 36.40886470746955)	(62, 36.4009046180892)	(64, 36.287656303048436)	(66, 36.30697454795485)	(68, 36.31099087415144)	(70, 36.30793923279704)	(72, 36.127554348448555)	(74, 36.24212422716607)	(76, 35.498292179069985)												
PM3051_R2_unpaired	(1, 33.307525633765906)	(2, 33.144354019739524)	(3, 33.19793806713683)	(4, 33.24697800012168)	(5, 33.300665003767264)	(6, 36.06919595849927)	(7, 35.9496918332296)	(8, 35.88431929540488)	(9, 36.05987373820098)	(10, 35.94107392726609)	(12, 35.85269066795206)	(14, 35.873047926133566)	(16, 35.89395038444799)	(18, 35.896231801313164)	(20, 35.736623877425906)	(22, 35.66012270512863)	(24, 35.639398080333955)	(26, 35.646562899247954)	(28, 35.4596505103354)	(30, 35.64724849426487)	(32, 35.564906894792756)	(34, 35.6153086581525)	(36, 35.32724409522517)	(38, 35.442545733633466)	(40, 35.31888357988235)	(42, 35.2921055956721)	(44, 35.05455043218225)	(46, 35.20886078911285)	(48, 34.86775035917691)	(50, 34.85916277256067)	(52, 34.791533778255676)	(54, 34.759427467670776)	(56, 34.79400689520617)	(58, 34.7793888370899)	(60, 34.64807893112331)	(62, 34.72972741412494)	(64, 34.576093947967124)	(66, 34.67853480917674)	(68, 34.67523698220627)	(70, 34.73082554594494)	(72, 34.50830944430129)	(74, 34.777230681578)	(76, 34.573393895212995)												
PM3153_R1_paired	(1, 33.72797390604268)	(2, 33.82403950352753)	(3, 33.88969889425371)	(4, 33.90618575489001)	(5, 33.96068882286298)	(6, 37.67685481525045)	(7, 37.66525062245408)	(8, 37.60112308624783)	(9, 37.56289178758579)	(10, 37.5795703669218)	(12, 37.50009222711749)	(14, 37.53691074531197)	(16, 37.527869961027726)	(18, 37.501448313175494)	(20, 37.47883103391968)	(22, 37.46788427518172)	(24, 37.45162371841418)	(26, 37.436855693303144)	(28, 37.37763530302451)	(30, 37.38017565475727)	(32, 37.347672386537745)	(34, 37.34550362796844)	(36, 37.308759965345345)	(38, 37.27145583347573)	(40, 37.26561362459836)	(42, 37.20768504565716)	(44, 37.14057339367682)	(46, 37.14772841767008)	(48, 37.14428158707709)	(50, 37.081755122811)	(52, 37.00087070081702)	(54, 37.03842418025804)	(56, 36.99596145793201)	(58, 36.981139284238466)	(60, 36.93216582076168)	(62, 36.87341120564083)	(64, 36.82490033945065)	(66, 36.833631358942405)	(68, 36.77609568269581)	(70, 36.7880990979369)	(72, 36.76911123007561)	(74, 36.85972300885994)	(76, 36.2259664082262)												
PM3153_R1_unpaired	(1, 33.461080920359244)	(2, 33.379681373264766)	(3, 33.50146676613244)	(4, 33.55446547325442)	(5, 33.60060290061299)	(6, 36.72423336581014)	(7, 36.70728126601164)	(8, 36.451567515045966)	(9, 36.39000979613942)	(10, 36.414273824662374)	(12, 36.22451012665957)	(14, 36.28663663225187)	(16, 36.22043238407238)	(18, 36.17789948470714)	(20, 36.1327496356314)	(22, 36.11086097180889)	(24, 36.09158593922146)	(26, 36.02134244276957)	(28, 35.87832013465046)	(30, 35.90621590266514)	(32, 35.84112865330958)	(34, 35.8218821596107)	(36, 35.72379798183599)	(38, 35.6430760674208)	(40, 35.65964322407143)	(42, 35.541461031806925)	(44, 35.38324209738265)	(46, 35.45142017473764)	(48, 35.430081050443476)	(50, 35.251713915832994)	(52, 35.17606194039426)	(54, 35.234504611839526)	(56, 35.22373660171198)	(58, 35.21097339166891)	(60, 35.20167507775743)	(62, 35.09410802031802)	(64, 35.04414285303221)	(66, 35.13397050003657)	(68, 35.055773098968174)	(70, 35.11996727761169)	(72, 35.11382979473139)	(74, 35.389324647729595)	(76, 35.136705793027815)												
PM3153_R2_paired	(1, 33.84074524564472)	(2, 33.78863566087836)	(3, 33.8113064760808)	(4, 33.81686189652433)	(5, 33.83283298016454)	(6, 37.40052973740223)	(7, 37.35700453902707)	(8, 37.30592177055851)	(9, 37.39804686969477)	(10, 37.326338074923164)	(12, 37.282986592009024)	(14, 37.30124882465698)	(16, 37.30087091456768)	(18, 37.29978756178348)	(20, 37.21536421657328)	(22, 37.16984129039635)	(24, 37.16718060122605)	(26, 37.16038122015845)	(28, 37.04616472584384)	(30, 37.12633220018212)	(32, 37.088615888900435)	(34, 37.12246955794468)	(36, 36.960501841857656)	(38, 37.01888902961596)	(40, 36.9081872728473)	(42, 36.86814254269531)	(44, 36.73783146884003)	(46, 36.80987506068197)	(48, 36.64142112512661)	(50, 36.656887954336966)	(52, 36.60046303116941)	(54, 36.56768569753035)	(56, 36.5612162319068)	(58, 36.522512759099584)	(60, 36.421714253068544)	(62, 36.42046121449984)	(64, 36.30235280014968)	(66, 36.33041626067613)	(68, 36.33145186898027)	(70, 36.34130020247426)	(72, 36.15892828074006)	(74, 36.279406574898836)	(76, 35.49446693555858)												
PM3153_R2_unpaired	(1, 33.322961252180896)	(2, 33.11894630701193)	(3, 33.2014376147979)	(4, 33.21865886773191)	(5, 33.28804177283511)	(6, 36.03229612521809)	(7, 35.95054119753815)	(8, 35.84462798160723)	(9, 36.02549716117101)	(10, 35.91374520411536)	(12, 35.809704318283565)	(14, 35.83909467086738)	(16, 35.8655499629718)	(18, 35.881882120607344)	(20, 35.728068633973066)	(22, 35.665781755346075)	(24, 35.63251913123884)	(26, 35.62598584978683)	(28, 35.429719631642584)	(30, 35.62828703761814)	(32, 35.537065859995735)	(34, 35.63258189090696)	(36, 35.315402896149486)	(38, 35.46306802729627)	(40, 35.29360646340902)	(42, 35.26251323183003)	(44, 35.02149518633345)	(46, 35.19135632010778)	(48, 34.85292062575573)	(50, 34.865354980585295)	(52, 34.77559049538655)	(54, 34.770304181860425)	(56, 34.7626399671999)	(58, 34.80329145771607)	(60, 34.63723921227343)	(62, 34.73090905924248)	(64, 34.57830906020713)	(66, 34.67658039095787)	(68, 34.64551163049917)	(70, 34.72621913221808)	(72, 34.47134919844915)	(74, 34.793412368467486)	(76, 34.56716443353449)												
PM3183_R1_paired	(1, 33.74360470054558)	(2, 33.834860737862634)	(3, 33.88716223894531)	(4, 33.89869718450522)	(5, 33.94891982784265)	(6, 37.65994580231692)	(7, 37.650240716988726)	(8, 37.57577804935658)	(9, 37.53885001157722)	(10, 37.55516768741426)	(12, 37.46495844805513)	(14, 37.4994257931172)	(16, 37.49398798994236)	(18, 37.460356648214216)	(20, 37.43451481748521)	(22, 37.4327850216748)	(24, 37.42512543928475)	(26, 37.40528301359907)	(28, 37.348787145522756)	(30, 37.35533050541453)	(32, 37.32233755918054)	(34, 37.31467351655465)	(36, 37.27053676805106)	(38, 37.23253109850955)	(40, 37.23172689859634)	(42, 37.1575752839328)	(44, 37.086030774075866)	(46, 37.08514279929831)	(48, 37.0916376783658)	(50, 37.01494416615343)	(52, 36.94130809725796)	(54, 36.975916054387454)	(56, 36.94019656337025)	(58, 36.94221516153606)	(60, 36.88520106335055)	(62, 36.829906145269426)	(64, 36.77552560796397)	(66, 36.758937948901824)	(68, 36.706014451109866)	(70, 36.73983659510593)	(72, 36.72419571339551)	(74, 36.83830187588609)	(76, 36.260624534717614)												
PM3183_R1_unpaired	(1, 33.471261867659976)	(2, 33.400413615670494)	(3, 33.50845499083214)	(4, 33.54190450134162)	(5, 33.593526591885045)	(6, 36.72634922145431)	(7, 36.7179358640812)	(8, 36.43479265687742)	(9, 36.385671972525316)	(10, 36.410176236981044)	(12, 36.20087974047911)	(14, 36.25089426970665)	(16, 36.19340271110288)	(18, 36.13699617142109)	(20, 36.09316378602781)	(22, 36.09513840151308)	(24, 36.08376906854906)	(26, 36.00474876331633)	(28, 35.87916440798071)	(30, 35.89988767462687)	(32, 35.83269127175773)	(34, 35.82651932387263)	(36, 35.70769998079763)	(38, 35.632240610805326)	(40, 35.66586175312548)	(42, 35.51722180777577)	(44, 35.35312735250285)	(46, 35.40786005719927)	(48, 35.41830580710284)	(50, 35.199837698748595)	(52, 35.14356220850019)	(54, 35.1898878043946)	(56, 35.18565115894366)	(58, 35.21270868548347)	(60, 35.18889225061474)	(62, 35.09067423285123)	(64, 35.04339277545769)	(66, 35.09987649687085)	(68, 35.0087394781581)	(70, 35.104823687321996)	(72, 35.105552696547804)	(74, 35.3979614202337)	(76, 35.18166570755436)												
PM3183_R2_paired	(1, 33.86287373382631)	(2, 33.80288821601814)	(3, 33.81432619992949)	(4, 33.83236067871603)	(5, 33.85067518274362)	(6, 37.45004943104844)	(7, 37.363215620599156)	(8, 37.335445804450075)	(9, 37.41817154377295)	(10, 37.3410465031945)	(12, 37.302251953680255)	(14, 37.317163879536395)	(16, 37.31162484840046)	(18, 37.30830236055073)	(20, 37.23586192506106)	(22, 37.18843623743814)	(24, 37.18582913263151)	(26, 37.180537741546004)	(28, 37.06110464915591)	(30, 37.151169415658686)	(32, 37.11192806686786)	(34, 37.139849337112)	(36, 36.98237469937041)	(38, 37.02440621656035)	(40, 36.93533142848943)	(42, 36.90091644271758)	(44, 36.7606674296902)	(46, 36.833627967462775)	(48, 36.65893410447579)	(50, 36.67678002749537)	(52, 36.623241156158684)	(54, 36.58171830178861)	(56, 36.58680302199315)	(58, 36.54082657491586)	(60, 36.45544040458777)	(62, 36.43616137997014)	(64, 36.32812811663)	(66, 36.35926863426782)	(68, 36.3561533565578)	(70, 36.361518139559124)	(72, 36.17835252521671)	(74, 36.27967668251745)	(76, 35.553938007450284)												
PM3183_R2_unpaired	(1, 33.414375016889004)	(2, 33.1753393563264)	(3, 33.21349498734451)	(4, 33.28454138480801)	(5, 33.339212206919534)	(6, 36.15797746331709)	(7, 35.96440248966393)	(8, 35.90893000297246)	(9, 36.09929831830588)	(10, 35.959806429530076)	(12, 35.86623235662364)	(14, 35.907878381177994)	(16, 35.90931507219485)	(18, 35.91959034039219)	(20, 35.78853394464011)	(22, 35.71349723921131)	(24, 35.692683234401315)	(26, 35.70721453084607)	(28, 35.47973770255542)	(30, 35.694509498374146)	(32, 35.61173763049568)	(34, 35.69117223178014)	(36, 35.393599293814574)	(38, 35.4924787648961)	(40, 35.363912933822135)	(42, 35.3496428539259)	(44, 35.105862510020806)	(46, 35.24959916771003)	(48, 34.90617146614544)	(50, 34.91394699091015)	(52, 34.84127676220083)	(54, 34.81523244898643)	(56, 34.84698024546225)	(58, 34.84078887979975)	(60, 34.72518206272973)	(62, 34.790823733377536)	(64, 34.63416205437976)	(66, 34.75358039441397)	(68, 34.720123243257234)	(70, 34.76711557793992)	(72, 34.54234023251745)	(74, 34.7915899898589)	(76, 34.596244532531436)												
Undetermined_R1_paired	(1, 33.856296565782344)	(2, 33.860064022383455)	(3, 33.90521818055662)	(4, 33.924867463914744)	(5, 33.93496120963674)	(6, 37.71341075778573)	(7, 37.6771145295555)	(8, 37.610974006612274)	(9, 37.57348603190618)	(10, 37.57836506635712)	(12, 37.548865356089344)	(14, 37.539083846068735)	(16, 37.505898254293)	(18, 37.48859870867565)	(20, 37.488710757223146)	(22, 37.47127478429483)	(24, 37.445706618459226)	(26, 37.42490168794808)	(28, 37.39987501195497)	(30, 37.35074102064506)	(32, 37.352620060721875)	(34, 37.32400033005095)	(36, 37.260750565868605)	(38, 37.24827238955014)	(40, 37.234220845343)	(42, 37.170468503575236)	(44, 37.18767147178346)	(46, 37.13304522635682)	(48, 37.09298857386109)	(50, 37.00810085434699)	(52, 36.9095437636914)	(54, 36.81267361394299)	(56, 36.85473300284893)	(58, 36.81026971046486)	(60, 36.8098744549976)	(62, 36.75631438792033)	(64, 36.68353872265378)	(66, 36.738859935963134)	(68, 36.68884421761983)	(70, 36.659021878745335)	(72, 36.62168214834459)	(74, 36.74132141284702)	(76, 36.2231111169954)												
Undetermined_R1_unpaired	(1, 33.518580431418506)	(2, 33.428892866119746)	(3, 33.53672932319442)	(4, 33.61776489720271)	(5, 33.62727391108164)	(6, 36.89535239375797)	(7, 36.7980152204789)	(8, 36.572478975691446)	(9, 36.48840899661734)	(10, 36.492701680430514)	(12, 36.41098018551662)	(14, 36.37972157365095)	(16, 36.30784826763332)	(18, 36.27140512335977)	(20, 36.281686366072805)	(22, 36.24333536232675)	(24, 36.213486446626874)	(26, 36.14775765945011)	(28, 36.085811279386334)	(30, 36.002201609264326)	(32, 36.00731043296297)	(34, 35.961648996253935)	(36, 35.8298295342703)	(38, 35.80854781610657)	(40, 35.80358738147802)	(42, 35.694047478445725)	(44, 35.704723920620935)	(46, 35.62893193181371)	(48, 35.56344844085484)	(50, 35.37225905135479)	(52, 35.2851985603898)	(54, 35.176655793232115)	(56, 35.29493766812251)	(58, 35.27875114540105)	(60, 35.3301549384214)	(62, 35.26033088190739)	(64, 35.19484690512141)	(66, 35.32785833011542)	(68, 35.26904399386093)	(70, 35.26105527808044)	(72, 35.25465398097988)	(74, 35.555088186707195)	(76, 35.356022730257685)												
Undetermined_R2_paired	(1, 33.83696983221785)	(2, 33.79386255253155)	(3, 33.79821134887698)	(4, 33.82166653227092)	(5, 33.807726567788905)	(6, 37.289576578384285)	(7, 37.261001854661316)	(8, 37.330861076678715)	(9, 37.347219226968164)	(10, 37.23746603381897)	(12, 37.24962259798856)	(14, 37.245267238129884)	(16, 37.26890244931561)	(18, 37.181980436979956)	(20, 37.19894664988908)	(22, 37.106157794359504)	(24, 37.12297867233254)	(26, 37.100175620861464)	(28, 37.04494084399279)	(30, 37.05525352976366)	(32, 37.06462435138424)	(34, 37.046702678475995)	(36, 36.98991844365974)	(38, 36.88781268108264)	(40, 36.884724079279735)	(42, 36.79564313990973)	(44, 36.7199888045217)	(46, 36.753610869928046)	(48, 36.56408708094312)	(50, 36.598761893952826)	(52, 36.56442485726603)	(54, 36.40677897821168)	(56, 36.473688625322936)	(58, 36.352022713510856)	(60, 36.400969741053984)	(62, 36.28401543826021)	(64, 36.27741351674793)	(66, 36.25529962502942)	(68, 36.28015633082265)	(70, 36.187001938789365)	(72, 36.07723663363183)	(74, 36.11803048222584)	(76, 35.478893398764754)												
Undetermined_R2_unpaired	(1, 33.359291903752464)	(2, 33.17520175536465)	(3, 33.20412312345817)	(4, 33.27986661212144)	(5, 33.24924690393841)	(6, 35.8993144656427)	(7, 35.81500489667398)	(8, 35.992264494774815)	(9, 36.00198346287825)	(10, 35.798982235610595)	(12, 35.85306259065045)	(14, 35.80330246569229)	(16, 35.88367610051198)	(18, 35.71983586844682)	(20, 35.756957615877624)	(22, 35.5867207160301)	(24, 35.6556212577634)	(26, 35.61533836637038)	(28, 35.561908835087465)	(30, 35.55951008466907)	(32, 35.589001698340084)	(34, 35.56162371229871)	(36, 35.49668389800043)	(38, 35.315345804356184)	(40, 35.36464725352374)	(42, 35.21035243656018)	(44, 35.169238970086894)	(46, 35.19997644637832)	(48, 34.880155453903086)	(50, 34.87199988973209)	(52, 34.861106634210586)	(54, 34.66492075380979)	(56, 34.8169675717514)	(58, 34.68178718619056)	(60, 34.776039988745026)	(62, 34.64684896314498)	(64, 34.658071562486775)	(66, 34.6679466399043)	(68, 34.79002133874492)	(70, 34.68505501910711)	(72, 34.58605304065396)	(74, 34.73597022362903)	(76, 34.67565950231886)												
